HardwareTimestamp,PythonTimestamp,ax,ay,az,gx,gy,gz,mx,my,mz,temp,press,alt,head,sat,lat,lon,gpsAlt
1171951,1170665.1928710938,-9.366842079162598,-2.803306293487549,0.13916771411895756,-0.054091885685920715,0.026912709698081017,0.011724349111318588,-2.944494552612305,3.844841117858887,-13.609253845214845,35.20000076293945,101588.0,12.444799423217773,162.5233154296875,0.0,0.0,0.0,0.0
1171991,1170679.7553710938,-9.4446533203125,-2.867949676513672,0.14874451160430913,-0.05489126965403557,0.029843797907233238,0.01039203628897667,-2.919495887756348,3.9781690788269044,-17.40076919555664,35.20000076293945,101588.0,12.527865409851074,161.94100952148438,0.0,0.0,0.0,0.0
1185115,1184866.287109375,-9.366842079162598,-2.7925323963165285,0.1535329103469849,-0.05355895683169365,0.027712099254131317,0.006128636654466391,-2.6278413009643558,4.5198141288757325,-16.225815734863282,35.400001525878906,101593.0,12.527865409851074,159.3037872314453,0.0,0.0,0.0,0.0
1185155,1184882.169921875,-9.463806915283204,-2.8835119724273683,0.17627780437469487,-0.05355895683169365,0.028245022520422935,0.011990811675786972,-2.744503326416016,4.103163833618164,-16.16748519897461,35.400001525878906,101593.0,10.452934265136719,161.1854705810547,0.0,0.0,0.0,0.0
1185195,1184895.0231933594,-9.431484985351563,-2.799714994430542,0.18585460186004643,-0.05222664400935173,0.02851148694753647,0.009859112091362476,-2.919495887756348,4.261490936279297,-14.875870666503907,35.400001525878906,101593.0,12.444799423217773,160.7842559814453,0.0,0.0,0.0,0.0
1185235,1184898.4729003906,-9.473383712768555,-2.8523873805999758,0.18346040248870854,-0.05489126965403557,0.025313934311270714,0.008526799269020557,-2.9611609649658206,4.3698202323913575,-14.59254737854004,35.400001525878906,101593.0,12.278670310974121,160.406005859375,0.0,0.0,0.0,0.0
1185275,1184941.9885253906,-9.456624794006348,-2.8368250846862795,0.21099375486373906,-0.05489126965403557,0.028777947649359703,0.011724349111318588,-2.8694976043701175,4.00316822052002,-16.46747299194336,35.400001525878906,101593.0,11.94692325592041,161.77073669433594,0.0,0.0,0.0,0.0
1192281,1192206.1936035156,-9.514085578918458,-2.8559786796569826,0.22895025014877324,-0.05382541939616203,0.03224195912480354,0.010658498853445053,-2.8694976043701175,4.086497898101807,-17.384102783203126,35.599998474121094,101614.0,12.029985427856445,161.42820739746094,3.0,0.0,0.0,0.0
1194660,1194657.5988769531,-9.414726066589356,-2.8320366859436037,0.22416185140609746,-0.053292494267225266,0.02717917412519455,0.013056661002337933,-2.5445111465454104,6.4280711364746095,-11.401009521484376,35.599998474121094,101590.0,11.448567390441895,151.78782653808594,3.0,0.0,0.0,0.0
1194700,1194664.0932617188,-9.371630477905274,-2.8092917919158937,0.26725749969482426,-0.052759572863578796,0.027445634827017784,0.015188361518085003,-2.8694976043701175,4.503148193359375,-16.009158096313477,35.599998474121094,101590.0,12.693998336791992,159.73635864257812,3.0,0.0,0.0,0.0
1194740,1194669.0451660156,-9.41233139038086,-2.776969861984253,0.20620535612106328,-0.052759572863578796,0.025580398738384247,0.008260336704552174,-2.9028304290771487,4.60314380645752,-17.084114990234376,35.599998474121094,101590.0,12.94320297241211,159.38575744628906,3.0,0.0,0.0,0.0
1194780,1194675.5466308594,-9.450638580322266,-2.871540975570679,0.2528923034667969,-0.051160797476768494,0.03064318373799324,0.009859112091362476,-2.61117488861084,5.086457843780518,-15.884163818359376,35.599998474121094,101590.0,12.361734390258789,157.00331115722656,3.0,0.0,0.0,0.0
1194820,1194684.5405273438,-9.5248592376709,-2.8990742683410646,0.20620535612106328,-0.05222664400935173,0.027712099254131317,0.010924961417913437,-2.7028382492065433,5.12812292098999,-16.142485580444337,35.599998474121094,101590.0,12.444799423217773,156.9924774169922,3.0,0.0,0.0,0.0
1194860,1194690.2290039062,-9.508099365234376,-2.8188685894012453,0.17508070468902592,-0.054624807089567184,0.026113322004675865,0.010658498853445053,-2.6945050430297854,4.411484832763672,-15.925827941894532,35.599998474121094,101590.0,11.614684104919434,159.84669494628906,3.0,0.0,0.0,0.0
1194980,1194696.5981445312,-9.43507652282715,-2.7913352966308596,0.17029230594635014,-0.05355895683169365,0.02504747360944748,0.0015987749211490154,-2.744503326416016,4.386486167907715,-14.209229431152345,35.599998474121094,101590.0,12.610931396484375,160.0230712890625,3.0,0.0,0.0,0.0
1195020,1194703.5283203125,-9.448244857788087,-2.895482969284058,0.1535329103469849,-0.053292494267225266,0.02717917412519455,0.018652373924851418,-2.761168785095215,4.386486167907715,-16.759127578735352,35.599998474121094,101590.0,12.693998336791992,160.04771423339844,3.0,0.0,0.0,0.0
1195060,1194709.7504882812,-9.480566787719727,-2.8583728790283205,0.18824880123138432,-0.05222664400935173,0.029577335342764854,0.007194486912339926,-2.761168785095215,4.428150768280029,-16.692463836669923,35.599998474121094,101590.0,12.777066230773926,159.87835693359375,3.0,0.0,0.0,0.0
1195100,1194719.8146972656,-9.453033256530762,-2.8607670783996584,0.22416185140609746,-0.054624807089567184,0.02291577309370041,0.012257273308932781,-2.744503326416016,4.428150768280029,-16.675797424316407,35.599998474121094,101590.0,12.610931396484375,159.85354614257812,3.0,0.0,0.0,0.0
1195140,1194722.4899902344,-9.436273384094239,-2.800912094116211,0.18585460186004643,-0.053292494267225266,0.030376723036170006,0.008793261833488941,-2.8694976043701175,4.386486167907715,-14.684210739135743,35.599998474121094,101590.0,12.527865409851074,160.20651245117188,3.0,0.0,0.0,0.0
1195180,1194729.6652832031,-9.35367374420166,-2.8092917919158937,0.19543145895004277,-0.053292494267225266,0.02504747360944748,0.009326186962425709,-2.8694976043701175,4.00316822052002,-15.942494354248048,35.599998474121094,101590.0,12.11304759979248,161.77073669433594,3.0,0.0,0.0,0.0
1195220,1194733.9995117188,-9.396769332885743,-2.75781626701355,0.11522566080093388,-0.052759572863578796,0.022649310529232025,0.00799387414008379,-2.944494552612305,4.211493129730225,-16.484139404296876,35.599998474121094,101590.0,12.11304759979248,161.02218627929688,3.0,0.0,0.0,0.0
1195260,1194742.509765625,-9.417119789123536,-2.8308395862579347,0.27204589843750004,-0.054091885685920715,0.03490658476948738,0.01119142398238182,-2.827832527160645,4.169828052520752,-16.609133682250977,35.599998474121094,101590.0,12.444799423217773,161.0285186767578,3.0,0.0,0.0,0.0
1195300,1194748.8012695312,-9.527252960205079,-2.8344308853149416,0.27204589843750004,-0.05622358247637749,0.023981623351573944,0.01252373680472374,-2.6695063781738284,4.086497898101807,-17.70909019470215,35.599998474121094,101590.0,11.614684104919434,161.14852905273438,3.0,0.0,0.0,0.0
1195380,1194756.5080566406,-9.424302864074708,-2.7673930644989015,0.18705170154571538,-0.05089433491230011,0.030909648165106773,0.00506278732791543,-2.827832527160645,4.844801063537598,-16.592467269897462,35.599998474121094,101590.0,12.361734390258789,158.31056213378906,3.0,0.0,0.0,0.0
1195427,1194771.4245605469,-9.447047996520997,-2.7913352966308596,0.13078801631927495,-0.053292494267225266,0.024781011044979095,0.014921898953616619,-2.944494552612305,4.386486167907715,-15.884163818359376,35.599998474121094,101590.0,11.365510940551758,160.31503295898438,3.0,0.0,0.0,0.0
1195467,1194817.7426757812,-9.330928611755372,-2.7626046657562258,0.21697925329208378,-0.054624807089567184,0.03064318373799324,0.008526799269020557,-2.9861596298217776,4.24482500076294,-15.967492065429688,35.599998474121094,101590.0,12.278670310974121,160.94534301757812,3.0,0.0,0.0,0.0
1195507,1194842.2890625,-9.470989990234376,-2.8152772903442385,0.16430680751800542,-0.053292494267225266,0.024248085916042328,0.006661561783403158,-2.7861684036254886,4.5198141288757325,-14.52588363647461,35.599998474121094,101590.0,12.444799423217773,159.5447540283203,3.0,0.0,0.0,0.0
1195547,1194855.7326660156,-9.457821655273438,-2.848796081542969,0.19543145895004277,-0.05489126965403557,0.027712099254131317,0.01252373680472374,-2.7195037078857425,4.47814905166626,-17.384102783203126,35.599998474121094,101590.0,11.863862991333008,159.61293029785156,3.0,0.0,0.0,0.0
1195587,1194855.7326660156,-9.516479301452637,-2.848796081542969,0.04579381942749028,-0.05355895683169365,0.029577335342764854,0.008260336704552174,-2.7028382492065433,3.961503143310547,-16.892455062866212,35.599998474121094,101590.0,11.94692325592041,161.71554565429688,3.0,0.0,0.0,0.0
1195627,1194858.1384277344,-9.46979217529297,-2.8356279850006105,0.20500825643539433,-0.05355895683169365,0.029577335342764854,0.014122511260211468,-2.802833862304688,4.3698202323913575,-15.109194717407227,35.599998474121094,101590.0,12.361734390258789,160.17674255371094,3.0,0.0,0.0,0.0
1195667,1194868.3745117188,-9.429091262817384,-2.826051187515259,0.17747490406036381,-0.05515773221850395,0.027712099254131317,0.01039203628897667,-2.802833862304688,4.286490077972412,-15.709170303344727,35.599998474121094,101590.0,12.610931396484375,160.51596069335938,3.0,0.0,0.0,0.0
